2025-09-24 15:45:56,786 - 这次的优化目标是系统的ITAEc，时间间隔0.1秒
2025-09-25 14:25:39,344 - 输入参数: [9.95131752e+04 1.50209714e+03 6.14261698e+01 3.18722065e+00
 2.96126528e+05 8.44383757e+04], 计算结果: 226.21139934377945
2025-09-25 14:25:43,675 - 输入参数: [1.00000000e+05 0.00000000e+00 1.00000000e+02 0.00000000e+00
 2.87233721e+05 5.74386845e+04], 计算结果: 346.4390167640295
2025-09-25 14:25:51,108 - 输入参数: [1.00000000e+05 0.00000000e+00 2.97809701e+01 0.00000000e+00
 2.48246204e+05 2.19983131e+04], 计算结果: 1588.2223851937374
2025-09-25 14:25:58,496 - 输入参数: [9.59611909e+04 2.07194852e+03 1.00000000e+02 0.00000000e+00
 1.75028500e+05 1.82272541e+05], 计算结果: 364.7182924175683
2025-09-25 14:26:04,203 - 输入参数: [1.00000000e+05 0.00000000e+00 2.51873390e+01 0.00000000e+00
 6.44181236e+05 1.10804647e+05], 计算结果: 261.46568030083716
2025-09-25 14:26:16,335 - 输入参数: [1.00000000e+05 0.00000000e+00 6.07907058e+01 0.00000000e+00
 2.63301028e+05 0.00000000e+00], 计算结果: 7925.120246831099
2025-09-25 14:26:21,071 - 输入参数: [1.00000000e+05 1.74552572e+03 1.00000000e+02 5.13742016e+00
 5.74427776e+05 8.89426016e+04], 计算结果: 247.79312520524786
2025-09-25 14:26:25,632 - 输入参数: [7.94999172e+04 1.50357885e+03 5.12031284e+01 0.00000000e+00
 2.00234097e+05 9.64255230e+04], 计算结果: 226.7894088072265
2025-09-25 14:26:31,389 - 输入参数: [9.93494845e+04 1.26431669e+04 4.66586601e+01 0.00000000e+00
 1.41740379e+05 8.59643727e+04], 计算结果: 381.0419495471618
2025-09-25 14:26:35,641 - 输入参数: [9.24308977e+04 0.00000000e+00 6.74367273e+01 3.92704028e+00
 1.51768456e+05 6.07304758e+04], 计算结果: 375.8221554103179
2025-09-25 14:26:41,461 - 输入参数: [8.49800948e+04 3.59801306e+03 5.31638170e+01 0.00000000e+00
 2.22394378e+05 3.86675277e+04], 计算结果: 746.6720369268755
2025-09-25 14:26:48,032 - 输入参数: [1.00000000e+05 7.82684834e+03 4.68628024e+01 0.00000000e+00
 3.09755277e+05 1.49021440e+05], 计算结果: 277.2165116476408
2025-09-25 14:26:52,975 - 输入参数: [1.00000000e+05 9.63145592e+02 2.28352943e+01 0.00000000e+00
 9.74772627e+05 9.27453441e+04], 计算结果: 238.79771811995803
2025-09-25 14:26:58,496 - 输入参数: [1.00000000e+05 0.00000000e+00 5.27305103e+01 0.00000000e+00
 3.21678716e+05 3.60141180e+04], 计算结果: 704.2882131577301
2025-09-25 14:27:02,753 - 输入参数: [5.17570211e+04 1.61774482e+03 4.34206942e+01 5.92229926e-02
 2.92261786e+05 4.58637215e+04], 计算结果: 440.091052127288
2025-09-25 14:27:08,725 - 输入参数: [1.00000000e+05 6.05182291e+03 7.04478980e+01 0.00000000e+00
 4.82114570e+05 1.25542128e+05], 计算结果: 249.6416555621546
2025-09-25 14:27:13,479 - 输入参数: [1.00000000e+05 0.00000000e+00 7.57290349e+01 0.00000000e+00
 4.47081274e+04 8.91235395e+04], 计算结果: 246.43495976735727
2025-09-25 14:27:18,084 - 输入参数: [7.51158321e+04 1.64869851e+03 6.33142011e+01 0.00000000e+00
 2.59669837e+05 9.43085135e+04], 计算结果: 228.5660455611998
2025-09-25 14:27:23,239 - 输入参数: [9.06883554e+04 3.38939716e+03 6.69614714e+00 1.11877549e-01
 2.41388482e+05 1.13914419e+05], 计算结果: 229.7790684118082
2025-09-25 14:27:27,742 - 输入参数: [7.80077335e+04 3.66140191e+03 4.96582311e+01 2.01508897e-01
 2.60112209e+05 8.82006908e+04], 计算结果: 218.50121176411227
2025-09-25 14:27:32,680 - 输入参数: [1.00000000e+05 2.75404526e+03 5.56149826e+01 0.00000000e+00
 6.67711180e+05 9.63786782e+04], 计算结果: 222.89471851703522
2025-09-25 14:27:37,020 - 输入参数: [6.59683555e+04 1.04121742e+03 7.99121626e+01 0.00000000e+00
 4.94193374e+05 5.59677868e+04], 计算结果: 327.57750229059604
2025-09-25 14:27:42,219 - 输入参数: [8.83639136e+04 6.73788057e+03 6.50862018e+01 1.74248653e-01
 3.35571055e+05 1.04851886e+05], 计算结果: 233.66896390377056
2025-09-25 14:27:46,664 - 输入参数: [1.00000000e+05 5.13417443e+02 0.00000000e+00 0.00000000e+00
 5.96195200e+05 5.28067312e+04], 计算结果: 328.14609457128125
2025-09-25 14:27:57,303 - 输入参数: [4.78447131e+04 0.00000000e+00 7.89088911e+01 0.00000000e+00
 1.34750903e+05 1.86770614e+03], 计算结果: 6569.047237414901
2025-09-25 14:28:10,822 - 输入参数: [3.26011381e+04 6.01043314e+03 6.92020164e+01 0.00000000e+00
 2.92450111e+05 0.00000000e+00], 计算结果: 4656.472751945654
2025-09-25 14:28:15,437 - 输入参数: [9.56774229e+04 2.11035270e+03 4.79549786e+01 0.00000000e+00
 6.33244212e+05 8.46085094e+04], 计算结果: 212.89513192901433
2025-09-25 14:28:21,541 - 输入参数: [9.86924290e+04 2.46831756e+03 3.97458827e+01 0.00000000e+00
 1.62744421e+05 1.39514071e+05], 计算结果: 289.21842988689934
2025-09-25 14:28:27,041 - 输入参数: [1.00000000e+05 0.00000000e+00 6.19688553e+01 0.00000000e+00
 6.13312365e+05 1.08138624e+05], 计算结果: 259.74145824340405
2025-09-25 14:28:33,156 - 输入参数: [1.00000000e+05 0.00000000e+00 7.18898449e+01 8.68616742e-01
 5.50167757e+05 1.25707449e+05], 计算结果: 287.5102915544021
2025-09-25 14:28:38,994 - 输入参数: [1.00000000e+05 3.59220877e+03 1.54465057e+01 0.00000000e+00
 3.14348663e+05 1.28042841e+05], 计算结果: 247.29251051373168
2025-09-25 14:28:44,175 - 输入参数: [8.15921027e+04 8.70725857e+03 6.91727389e+01 0.00000000e+00
 6.94248652e+05 7.79799292e+04], 计算结果: 280.39916003973235
2025-09-25 14:28:51,941 - 输入参数: [1.00000000e+05 2.28306641e+01 1.60984212e+01 0.00000000e+00
 6.32056822e+05 1.86182076e+04], 计算结果: 1552.1354846554177
2025-09-25 14:28:57,945 - 输入参数: [1.00000000e+05 5.27691170e+03 8.32411331e+01 0.00000000e+00
 6.72514810e+05 1.21472584e+05], 计算结果: 251.7870081577884
2025-09-25 14:29:02,608 - 输入参数: [5.98544947e+04 2.35402263e+03 6.79347018e+01 9.07058900e-01
 2.49171054e+05 4.66047356e+04], 计算结果: 489.2133466047857
2025-09-25 14:29:11,155 - 输入参数: [1.00000000e+05 0.00000000e+00 6.94383188e+01 0.00000000e+00
 2.31608394e+05 2.19721276e+05], 计算结果: 460.81298636571944
2025-09-25 14:29:16,841 - 输入参数: [7.58868965e+04 0.00000000e+00 1.05824708e+01 0.00000000e+00
 8.93034587e+04 1.25702066e+05], 计算结果: 308.2208206400696
2025-09-25 14:29:25,259 - 输入参数: [1.00000000e+05 1.76150237e+04 5.08871220e+01 1.21663660e+00
 5.05065281e+05 1.84270413e+05], 计算结果: 333.4553246155846
2025-09-25 14:29:30,463 - 输入参数: [5.03148384e+04 1.16279473e+04 5.81728086e+01 0.00000000e+00
 3.04009558e+05 7.67293744e+04], 计算结果: 310.5884033056478
2025-09-25 14:29:36,206 - 输入参数: [1.00000000e+05 0.00000000e+00 7.99566884e+01 0.00000000e+00
 5.71387539e+05 1.14943648e+05], 计算结果: 270.9995663110818
2025-09-25 14:29:40,823 - 输入参数: [8.16016391e+04 3.00944203e+03 1.00000000e+02 0.00000000e+00
 2.05130087e+05 9.31715200e+04], 计算结果: 236.4770522385011
2025-09-25 14:29:45,687 - 输入参数: [8.60410532e+04 0.00000000e+00 7.34975067e+01 1.07294284e-02
 4.83505738e+05 4.12866580e+04], 计算结果: 495.67280375937685
2025-09-25 14:29:52,392 - 输入参数: [6.95059082e+04 7.17011582e+02 8.90842931e+01 0.00000000e+00
 6.33074084e+05 1.40523933e+05], 计算结果: 348.31638745546263
2025-09-25 14:29:56,694 - 输入参数: [3.61697061e+04 1.52932073e+03 4.96423279e+01 5.10946164e-02
 6.89444179e+04 1.02866792e+05], 计算结果: 354.9907173624087
2025-09-25 14:30:02,434 - 输入参数: [1.00000000e+05 2.74499918e+03 2.95043875e+01 1.40073910e-01
 5.09327119e+05 1.15249575e+05], 计算结果: 235.953240547809
2025-09-25 14:30:07,760 - 输入参数: [1.00000000e+05 6.02925241e+03 7.52411573e+01 3.55699710e-02
 4.31246768e+05 1.06628136e+05], 计算结果: 232.2143066418287
2025-09-25 14:30:14,156 - 输入参数: [1.00000000e+05 5.97827008e+02 6.55192595e+01 1.73073526e-01
 3.76079060e+05 1.39325942e+05], 计算结果: 291.1220846592113
2025-09-25 14:30:29,233 - 输入参数: [5.36564852e+04 3.37249399e+03 1.00000000e+02 7.29716247e-02
 0.00000000e+00 2.53701228e+04], 计算结果: 4507.7599462993
2025-09-25 14:30:34,645 - 输入参数: [6.75617764e+04 0.00000000e+00 5.39134834e+01 5.75410868e-02
 3.39682427e+05 1.14466127e+05], 计算结果: 301.7904955124907
2025-09-25 14:30:39,688 - 输入参数: [1.00000000e+05 0.00000000e+00 8.53790201e+01 1.49899593e-01
 2.32242716e+05 9.98456205e+04], 计算结果: 241.21893005423334
2025-09-25 14:30:44,265 - 输入参数: [1.00000000e+05 2.73207315e+03 8.71029808e+01 1.89319289e+00
 8.27224244e+05 7.34070071e+04], 计算结果: 242.5414069698881
2025-09-25 14:30:51,425 - 输入参数: [5.61387660e+04 2.34299133e+02 7.25231908e+01 1.36872039e-01
 7.22214837e+05 1.45934526e+05], 计算结果: 437.10198622907643
2025-09-25 14:30:56,917 - 输入参数: [1.00000000e+05 4.00898167e+03 3.97155788e+01 4.72939752e-02
 4.95523390e+05 4.62451685e+04], 计算结果: 481.87841712255477
2025-09-25 14:31:02,142 - 输入参数: [4.29861518e+04 2.29829869e+03 5.34432137e+01 2.18959362e-02
 4.12237533e+05 1.06559776e+05], 计算结果: 333.6032700385167
2025-09-25 14:31:06,537 - 输入参数: [7.69532728e+04 2.34397840e+03 1.00000000e+02 0.00000000e+00
 3.36191333e+05 8.60496292e+04], 计算结果: 230.97381873558055
2025-09-25 14:31:20,281 - 输入参数: [8.81134946e+04 2.96989436e+03 6.90817225e+01 5.19601472e-02
 4.26008140e+05 0.00000000e+00], 计算结果: 6701.612027208475
2025-09-25 14:31:25,272 - 输入参数: [1.31572631e+04 1.68089611e+03 2.32692786e+01 1.46466323e+00
 3.63316153e+05 9.96026169e+04], 计算结果: 1161.7402788034174
2025-09-25 14:31:29,440 - 输入参数: [5.14276622e+04 2.30503941e+03 5.38048686e+01 2.57340131e-03
 4.18932093e+05 6.48380425e+04], 计算结果: 286.7405919978339
2025-09-25 14:31:35,217 - 输入参数: [1.00000000e+05 0.00000000e+00 6.75562712e+01 1.52289897e-01
 2.90954795e+05 1.26898239e+05], 计算结果: 281.12061035280976
2025-09-25 14:31:40,491 - 输入参数: [9.35680002e+04 0.00000000e+00 6.66905287e+01 0.00000000e+00
 2.12913246e+05 1.16375126e+05], 计算结果: 268.3643409770605
2025-09-25 14:31:45,415 - 输入参数: [3.66234248e+04 4.10856796e+03 2.16297935e+01 7.75805826e-02
 3.12145774e+05 1.01547010e+05], 计算结果: 283.3058583944231
2025-09-25 14:31:50,124 - 输入参数: [1.00000000e+05 2.66283589e+03 5.42858684e+01 6.79916291e-02
 1.86402623e+05 9.34782978e+04], 计算结果: 222.97091622361393
2025-09-25 14:31:54,978 - 输入参数: [1.00000000e+05 3.35649798e+03 3.69732135e+01 6.73691047e-02
 5.47271153e+05 8.91299184e+04], 计算结果: 208.38387349294993
2025-09-25 14:32:01,075 - 输入参数: [3.94747470e+04 2.37411336e+03 6.50790114e+01 0.00000000e+00
 4.64682972e+05 1.32651159e+05], 计算结果: 399.4990130763689
2025-09-25 14:32:16,283 - 输入参数: [8.72563363e+04 0.00000000e+00 3.21129010e+01 0.00000000e+00
 0.00000000e+00 7.21998665e+04], 计算结果: 1943.9946233737753
2025-09-25 14:32:21,009 - 输入参数: [9.57648482e+04 0.00000000e+00 7.81189219e+01 0.00000000e+00
 4.15897283e+05 9.10014601e+04], 计算结果: 231.50099351789413
2025-09-25 14:32:25,743 - 输入参数: [2.15357871e+04 0.00000000e+00 8.49084173e+01 1.22940006e-01
 4.68808688e+05 8.74653002e+04], 计算结果: 833.7787615526504
2025-09-25 14:32:32,249 - 输入参数: [1.00000000e+05 2.68003922e+03 3.58795750e+01 0.00000000e+00
 8.32829109e+05 1.32709980e+05], 计算结果: 276.03989956474385
2025-09-25 14:32:36,702 - 输入参数: [8.99873115e+04 2.67429987e+03 6.37274271e+01 1.21990285e-01
 3.72289208e+05 6.05345146e+04], 计算结果: 312.9621666167296
2025-09-25 14:32:42,155 - 输入参数: [1.00000000e+05 9.98090770e+02 5.04942122e+01 8.96252897e-02
 4.22368074e+05 1.12169123e+05], 计算结果: 242.22449343128008
2025-09-25 14:32:47,886 - 输入参数: [8.00071021e+04 8.34202989e+02 8.93303896e+01 6.96253495e-02
 7.70760063e+05 3.25979825e+04], 计算结果: 707.6681771417777
2025-09-25 14:32:52,334 - 输入参数: [5.58058749e+04 2.74429076e+03 1.00000000e+02 9.39662163e-02
 2.55687300e+05 5.45307767e+04], 计算结果: 407.3561355539267
2025-09-25 14:32:56,366 - 输入参数: [7.35259365e+04 6.57512099e+02 4.69670648e+01 6.03983302e-02
 3.95260481e+05 7.09050182e+04], 计算结果: 227.9162978913925
2025-09-25 14:33:00,623 - 输入参数: [1.00000000e+05 2.02919712e+03 3.71130456e+01 1.27107886e-01
 4.86695661e+05 7.57721227e+04], 计算结果: 205.41242918547937
2025-09-25 14:33:05,380 - 输入参数: [1.00000000e+05 2.37129247e+03 5.12261676e+01 1.52456576e-02
 5.97491781e+05 8.80550105e+04], 计算结果: 211.3633587513741
2025-09-25 14:33:16,360 - 输入参数: [9.12404590e+04 4.24624577e+03 6.54752933e+01 1.57767916e-01
 5.64639877e+05 9.55075136e+03], 计算结果: 2947.7619271418766
2025-09-25 14:33:20,536 - 输入参数: [5.29792141e+04 3.09559927e+03 1.23907403e+01 0.00000000e+00
 2.98251901e+05 8.03267443e+04], 计算结果: 212.24125806736407
2025-09-25 14:33:24,960 - 输入参数: [1.00000000e+05 2.65147666e+03 6.90152459e+01 7.33839941e-02
 2.83502689e+05 6.36900940e+04], 计算结果: 310.2298181225743
2025-09-25 14:33:30,293 - 输入参数: [1.00000000e+05 1.46224053e+03 8.12748897e+01 1.22870803e-01
 3.18533051e+05 3.97686287e+04], 计算结果: 628.0829117270083
2025-09-25 14:33:35,055 - 输入参数: [1.00000000e+05 2.86667982e+03 5.19176832e+01 5.01167222e-01
 4.46227660e+05 8.91590851e+04], 计算结果: 210.15945982174648
2025-09-25 14:33:39,679 - 输入参数: [1.00000000e+05 3.62005292e+03 2.07130650e+01 1.57972145e-01
 2.84145618e+05 6.60036033e+04], 计算结果: 295.8634333598769
2025-09-25 14:33:44,700 - 输入参数: [1.00000000e+05 5.17195660e+03 6.24565704e+01 5.29377233e-02
 4.26843990e+05 9.41545821e+04], 计算结果: 220.30148944561373
2025-09-25 14:33:50,005 - 输入参数: [1.00000000e+05 3.43735819e+03 1.00000000e+02 1.58958707e-02
 1.39734463e+05 5.17818256e+04], 计算结果: 529.2484512877904
2025-09-25 14:33:57,881 - 输入参数: [8.59407327e+04 4.68044706e+02 4.38323164e+01 2.69111252e-02
 1.87495294e+05 2.03733703e+05], 计算结果: 431.1852633090004
2025-09-25 14:34:02,284 - 输入参数: [1.00000000e+05 1.50892537e+03 1.00000000e+02 4.86147126e-01
 3.48837983e+05 8.28271041e+04], 计算结果: 217.69285675789433
2025-09-25 14:34:07,379 - 输入参数: [1.00000000e+05 4.00794357e+02 2.38856846e+01 0.00000000e+00
 5.97881565e+05 9.55621478e+04], 计算结果: 227.4230736659666
2025-09-25 14:34:12,166 - 输入参数: [1.00000000e+05 1.48021763e+03 7.10549987e+01 1.36379917e-01
 3.15013474e+04 8.68609993e+04], 计算结果: 252.17121077727705
2025-09-25 14:34:22,906 - 输入参数: [7.43704159e+04 0.00000000e+00 2.78323075e+01 2.63753375e-01
 8.65340063e+03 9.47921187e+04], 计算结果: 404.91183324042635
2025-09-25 14:34:28,054 - 输入参数: [4.57430658e+04 0.00000000e+00 4.04130208e+01 1.04577067e-01
 3.57159435e+05 1.05434073e+05], 计算结果: 400.1827267697713
2025-09-25 14:34:32,937 - 输入参数: [1.00000000e+05 4.05947348e+03 5.73505693e+01 1.99599527e-01
 1.94460780e+05 6.15057701e+04], 计算结果: 376.41224286617546
2025-09-25 14:34:38,455 - 输入参数: [1.00000000e+05 2.63035779e+03 9.72560837e+01 2.25056378e-01
 4.78567190e+05 1.12493901e+05], 计算结果: 242.51676370511734
2025-09-25 14:34:42,506 - 输入参数: [1.00000000e+05 3.54490401e+02 7.13675912e+01 3.03219504e-01
 4.01092661e+05 6.75698584e+04], 计算结果: 248.18978237552864
2025-09-25 14:34:49,830 - 输入参数: [1.00000000e+05 2.54763524e+03 5.79851191e+00 0.00000000e+00
 4.96156462e+05 2.30463216e+04], 计算结果: 1287.94368148461
2025-09-25 14:34:56,225 - 输入参数: [7.92100089e+04 1.91901693e+03 7.30689729e+01 1.86044481e-01
 6.92669696e+05 1.35820266e+05], 计算结果: 303.29103913693535
2025-09-25 14:35:01,067 - 输入参数: [9.47057428e+04 3.99263363e+03 6.01366913e+01 9.97914159e-03
 5.55419037e+05 8.79217941e+04], 计算结果: 215.83445791142103
2025-09-25 14:35:05,846 - 输入参数: [2.01512103e+04 4.22058732e+03 9.49952614e+01 1.81173306e-01
 4.77270794e+05 5.32314472e+04], 计算结果: 604.1859743191477
2025-09-25 14:35:12,266 - 输入参数: [4.65976356e+04 2.49254963e+03 5.80269533e+01 5.39534212e-03
 5.07272784e+05 1.43176969e+05], 计算结果: 365.3966847217154
2025-09-25 14:35:16,121 - 输入参数: [2.15064572e+04 1.53170032e+03 0.00000000e+00 2.25212120e-01
 1.32476149e+05 8.08394746e+04], 计算结果: 452.0060124063629
2025-09-25 14:35:20,270 - 输入参数: [8.09012012e+04 2.69081748e+02 3.97070138e+01 3.38194320e-02
 5.57296304e+05 7.41550823e+04], 计算结果: 225.6569393591711
2025-09-25 14:35:24,673 - 输入参数: [1.00000000e+05 2.46079497e+03 2.23073591e+01 1.36793034e-01
 5.15170469e+05 6.56307466e+04], 计算结果: 252.5257716977052
2025-09-25 14:35:32,453 - 输入参数: [6.90190227e+04 3.51661234e+03 3.52668119e+01 0.00000000e+00
 7.50634133e+05 1.72039270e+05], 计算结果: 346.5316172283871
2025-09-25 14:35:39,030 - 输入参数: [1.00000000e+05 5.71472520e+02 4.93382354e+01 2.46914003e-01
 1.32303224e+05 2.97723623e+04], 计算结果: 1236.7186395526878
2025-09-25 14:35:43,423 - 输入参数: [1.00000000e+05 1.85783529e+03 5.74951140e+01 4.77311705e-01
 4.78190571e+05 6.42284786e+04], 计算结果: 266.60483290396644
2025-09-25 14:35:47,547 - 输入参数: [1.43386288e+03 1.69326956e+03 2.29632485e+01 4.05361497e-01
 2.61312686e+05 4.67213139e+04], 计算结果: 4682.797197492559
2025-09-25 14:35:52,711 - 输入参数: [1.00000000e+05 2.17276546e+03 1.00000000e+02 1.78602274e-01
 5.44688738e+05 4.31108863e+04], 计算结果: 504.13895219294585
2025-09-25 14:36:06,653 - 输入参数: [1.00000000e+05 2.35560335e+03 7.25192070e+01 3.67507553e-01
 8.51408565e+05 0.00000000e+00], 计算结果: 7060.313059273391
2025-09-25 14:36:11,594 - 输入参数: [1.00000000e+05 5.31980115e+03 4.19124395e+01 1.37221329e+00
 7.57311590e+05 8.05416020e+04], 计算结果: 233.33620775804388
2025-09-25 14:36:16,802 - 输入参数: [5.02301106e+04 4.08938444e+03 4.53510690e+01 2.43374019e-01
 5.96970973e+05 4.58523821e+04], 计算结果: 457.92304356385415
2025-09-25 14:36:21,200 - 输入参数: [1.00000000e+05 2.82814070e+03 3.13820730e+01 2.53302848e-01
 5.07593572e+05 7.40960443e+04], 计算结果: 217.11407809734678
2025-09-25 14:36:25,594 - 输入参数: [1.00000000e+05 9.34856672e+02 2.07228053e+01 4.34589438e-01
 2.40170663e+05 8.68493663e+04], 计算结果: 204.50568501938216
2025-09-25 14:36:32,622 - 输入参数: [4.58261712e+04 4.15570955e+03 4.93732567e+01 2.68898643e-01
 5.04230839e+05 2.31230680e+04], 计算结果: 1065.9304876389701
2025-09-25 14:36:36,979 - 输入参数: [1.00000000e+05 2.09266428e+03 6.60492289e+01 5.34508266e-02
 8.61684295e+05 7.22897927e+04], 计算结果: 231.78986082739027
2025-09-25 14:36:41,792 - 输入参数: [1.00000000e+05 2.96527487e+03 3.52854647e+01 2.61539435e-01
 5.01499266e+05 9.16447586e+04], 计算结果: 208.83908419447755
2025-09-25 14:36:46,122 - 输入参数: [8.05261415e+04 4.41261733e+03 2.59278016e+01 3.27684407e-01
 5.05070116e+05 7.39294840e+04], 计算结果: 233.07291843458535
2025-09-25 14:36:50,543 - 输入参数: [9.67580930e+04 3.72953427e+03 4.78217694e+01 2.69679631e-01
 5.06096669e+05 6.97673911e+04], 计算结果: 248.5609842016635
2025-09-25 14:36:55,257 - 输入参数: [1.00000000e+05 3.36596927e+03 7.31123806e+01 4.06631101e-01
 6.85485356e+05 5.79477988e+04], 计算结果: 323.63949200007266
2025-09-25 14:37:00,023 - 输入参数: [1.00000000e+05 9.60088023e+02 5.44702370e+01 2.29531760e-01
 1.80493021e+05 1.00372267e+05], 计算结果: 232.0552848294075
2025-09-25 14:37:05,667 - 输入参数: [5.92699378e+04 1.57970017e+03 4.61089435e+01 2.94227839e-01
 6.87307614e+05 1.11015484e+05], 计算结果: 313.854812634418
2025-09-25 14:37:11,238 - 输入参数: [1.00000000e+05 2.74998280e+03 5.28621265e+01 3.38322391e-01
 4.32399109e+05 1.18073511e+05], 计算结果: 241.25029452140018
2025-09-25 14:37:15,976 - 输入参数: [1.00000000e+05 4.13548515e+03 3.52561214e+01 3.20301417e-01
 4.85525149e+05 8.86414935e+04], 计算结果: 210.34511889124394
2025-09-25 14:37:22,359 - 输入参数: [5.91213239e+04 4.15273094e+03 7.93348971e+01 2.36960566e-01
